DATE	FEDFUNDS	MCOILWTICO	OILPRICE	UNRATE
2005-06-01	3.04	56.35	56.260	5.0
2005-07-01	3.26	59.00	58.700	5.0
2005-08-01	3.50	64.99	64.970	4.9
2005-09-01	3.62	65.59	65.570	5.0
2005-10-01	3.78	62.26	62.370	5.0
2005-11-01	4.00	58.32	58.300	5.0
2005-12-01	4.16	59.41	59.430	4.9
2006-01-01	4.29	65.49	65.510	4.7
2006-02-01	4.49	61.63	61.630	4.8
2006-03-01	4.59	62.69	62.900	4.7
2006-04-01	4.79	69.44	69.690	4.7
2006-05-01	4.94	70.84	70.940	4.6
2006-06-01	4.99	70.95	70.960	4.6
2006-07-01	5.24	74.41	74.410	4.7
2006-08-01	5.25	73.04	73.050	4.7
2006-09-01	5.25	63.80	63.870	4.5
2006-10-01	5.25	58.89	58.880	4.4
2006-11-01	5.25	59.08	59.370	4.5
2006-12-01	5.24	61.96	62.030	4.4
2007-01-01	5.25	54.51	54.570	4.6
2007-02-01	5.26	59.28	59.260	4.5
2007-03-01	5.26	60.44	60.560	4.4
2007-04-01	5.25	63.98	63.970	4.5
2007-05-01	5.25	63.46	63.460	4.4
2007-06-01	5.25	67.49	67.480	4.6
2007-07-01	5.26	74.12	74.180	4.7
2007-08-01	5.02	72.36	72.390	4.6
2007-09-01	4.94	79.92	79.930	4.7
2007-10-01	4.76	85.80	86.200	4.7
2007-11-01	4.49	94.77	94.620	4.7
2007-12-01	4.24	91.69	91.730	5.0
2008-01-01	3.94	92.97	92.950	5.0
2008-02-01	2.98	95.39	95.350	4.9
2008-03-01	2.61	105.45	105.560	5.1
2008-04-01	2.28	112.58	112.570	5.0
2008-05-01	1.98	125.40	125.390	5.4
2008-06-01	2.00	133.88	133.930	5.6
2008-07-01	2.01	133.37	133.440	5.8
2008-08-01	2.00	116.67	116.610	6.1
2008-09-01	1.81	104.11	103.900	6.1
2008-10-01	0.97	76.61	76.650	6.5
2008-11-01	0.39	57.31	57.440	6.8
2008-12-01	0.16	41.12	41.020	7.3
2009-01-01	0.15	41.71	41.740	7.8
2009-02-01	0.22	39.09	39.160	8.3
2009-03-01	0.18	47.94	47.980	8.7
2009-04-01	0.15	49.65	49.790	9.0
2009-05-01	0.18	59.03	59.160	9.4
2009-06-01	0.21	69.64	69.680	9.5
2009-07-01	0.16	64.15	64.090	9.5
2009-08-01	0.16	71.05	71.060	9.6
2009-09-01	0.15	69.41	69.460	9.8
2009-10-01	0.12	75.72	75.820	10.0
2009-11-01	0.12	77.99	78.080	9.9
2009-12-01	0.12	74.47	74.300	9.9
2010-01-01	0.11	78.33	78.220	9.8
2010-02-01	0.13	76.39	76.420	9.8
2010-03-01	0.16	81.20	81.240	9.9
2010-04-01	0.20	84.29	84.480	9.9
2010-05-01	0.20	73.74	73.840	9.6
2010-06-01	0.18	75.34	75.350	9.4
2010-07-01	0.18	76.32	76.370	9.4
2010-08-01	0.19	76.60	76.820	9.5
2010-09-01	0.19	75.24	75.310	9.5
2010-10-01	0.19	81.89	81.900	9.4
2010-11-01	0.19	84.25	84.140	9.8
2010-12-01	0.18	89.15	89.040	9.3
2011-01-01	0.17	89.17	89.420	9.1
2011-02-01	0.16	88.58	89.580	9.0
2011-03-01	0.14	102.86	102.940	9.0
2011-04-01	0.10	109.53	110.040	9.1
2011-05-01	0.09	100.90	101.330	9.0
2011-06-01	0.09	96.26	96.290	9.1
2011-07-01	0.07	97.30	97.190	9.0
2011-08-01	0.10	86.33	86.330	9.0
2011-09-01	0.08	85.52	85.610	9.0
2011-10-01	0.07	86.32	86.410	8.8
2011-11-01	0.08	97.16	97.210	8.6
2011-12-01	0.07	98.56	98.570	8.5
2012-01-01	0.08	100.27	100.240	8.3
2012-02-01	0.10	102.20	102.250	8.3
2012-03-01	0.13	106.16	106.190	8.2
2012-04-01	0.14	103.32	103.330	8.2
2012-05-01	0.16	94.66	94.700	8.2
2012-06-01	0.16	82.30	82.410	8.2
2012-07-01	0.16	87.90	87.930	8.2
2012-08-01	0.13	94.13	94.160	8.1
2012-09-01	0.14	94.51	94.720	7.8
2012-10-01	0.16	89.49	89.570	7.8
2012-11-01	0.16	86.53	86.660	7.7
2012-12-01	0.16	87.86	88.250	7.9
2013-01-01	0.14	94.76	94.690	8.0
2013-02-01	0.15	95.31	95.320	7.7
2013-03-01	0.14	92.94	93.050	7.5
2013-04-01	0.15	92.02	92.070	7.6
2013-05-01	0.11	94.51	94.800	7.5
2013-06-01	0.09	95.77	95.800	7.5
2013-07-01	0.09	104.67	104.610	7.3
2013-08-01	0.08	106.57		7.3
2013-09-01	0.08	106.29		7.3
2013-10-01	0.09	100.54		7.2
2013-11-01	0.08	93.86		6.9
2013-12-01	0.09	97.63		6.7
2014-01-01	0.07	94.62		6.6
2014-02-01	0.07	100.82		6.7
2014-03-01	0.08	100.80		6.7
2014-04-01	0.09	102.07		6.2
2014-05-01	0.09	102.18		6.2
2014-06-01	0.10	105.79		6.1
2014-07-01	0.09	103.59		6.2
2014-08-01	0.09	96.54		6.2
2014-09-01	0.09	93.21		6.0
2014-10-01	0.09	84.40		5.7
2014-11-01	0.09	75.79		5.8
2014-12-01	0.12	59.29		5.6
2015-01-01	0.11	47.22		5.7
2015-02-01	0.11	50.58		5.5
2015-03-01	0.11	47.82		5.5
2015-04-01	0.12	54.45		5.4
2015-05-01	0.12	59.27		5.5
2015-06-01	0.13	59.82		5.3
2015-07-01	0.13	50.90		5.3
2015-08-01	0.14	42.87		5.1
2015-09-01	0.14	45.48		5.1
2015-10-01	0.12	46.22		5.0
2015-11-01	0.12	42.44		5.0
2015-12-01	0.24	37.19		5.0
2016-01-01	0.34	31.68		4.9
2016-02-01	0.38	30.32		4.9
2016-03-01	0.36	37.55		5.0
2016-04-01	0.37	40.75		5.0
2016-05-01	0.37	46.71		4.7
2016-06-01	0.38	48.76		4.9
2016-07-01	0.39	44.65		4.9
